Target_Acc.,Targeting_miRNAs,Total_Interactions,Mean_Expectation,Median_Expectation,Minimum_Expectation,Interactions_LE_1,Interactions_LE_2,Interactions_LE_3,Cleavage_Interactions,Translation_Repression_Interactions,Target_Desc.
CcGene_29477,45,46,4.021739130434782,4.0,3.0,0,0,10,45,1,
CcGene_29866,45,46,4.608695652173913,5.0,3.5,0,0,0,37,9,
CcGene_30064,45,46,4.804347826086956,5.0,3.0,0,0,1,43,3,
CcGene_30075,45,46,4.282608695652174,4.0,3.0,0,0,1,30,16,
CcGene_00292,45,45,4.333333333333333,4.5,2.5,0,0,1,41,4,
CcGene_00732,45,45,4.433333333333334,4.5,3.0,0,0,1,39,6,
CcGene_00931,45,45,4.377777777777778,4.5,3.0,0,0,3,36,9,
CcGene_01025,45,45,4.644444444444445,5.0,2.0,0,1,1,40,5,
CcGene_01690,45,45,4.1,4.0,3.0,0,0,4,35,10,
CcGene_01737,45,45,4.411111111111111,4.5,2.0,0,1,3,39,6,
CcGene_02806,45,45,4.433333333333334,4.5,3.0,0,0,1,45,0,
CcGene_03449,45,45,4.844444444444444,5.0,3.5,0,0,0,44,1,
CcGene_03493,45,45,4.488888888888889,4.5,4.0,0,0,0,44,1,
CcGene_03734,45,45,4.466666666666667,4.5,3.0,0,0,1,42,3,
CcGene_04222,45,45,4.911111111111111,5.0,3.5,0,0,0,42,3,
CcGene_04829,45,45,4.477777777777778,4.5,3.5,0,0,0,34,11,
CcGene_05312,45,45,4.388888888888889,4.5,2.5,0,0,2,27,18,
CcGene_05391,45,45,4.533333333333333,4.5,3.0,0,0,1,25,20,
CcGene_05990,45,45,3.888888888888889,4.0,3.0,0,0,9,16,29,
CcGene_06193,45,45,4.844444444444444,5.0,4.0,0,0,0,45,0,
CcGene_06427,45,45,4.488888888888889,4.5,4.0,0,0,0,43,2,
CcGene_06854,45,45,4.955555555555556,5.0,4.5,0,0,0,45,0,
CcGene_07495,45,45,4.411111111111111,4.5,2.5,0,0,2,41,4,
CcGene_07811,45,45,4.344444444444444,4.5,3.0,0,0,3,43,2,
CcGene_08005,45,45,4.355555555555555,4.5,2.0,0,2,4,41,4,
CcGene_08065,45,45,4.233333333333333,4.0,3.0,0,0,1,41,4,
CcGene_08946,45,45,4.411111111111111,4.5,3.0,0,0,1,36,9,
CcGene_09193,45,45,4.333333333333333,4.5,3.0,0,0,1,36,9,
CcGene_10194,45,45,4.466666666666667,4.5,3.5,0,0,0,42,3,
CcGene_10897,45,45,4.305555555555555,4.5,2.5,0,0,4,41,4,
CcGene_11147,45,45,4.455555555555556,5.0,2.0,0,3,5,38,7,
CcGene_11389,45,45,4.677777777777778,5.0,3.5,0,0,0,42,3,
CcGene_11649,45,45,4.288888888888889,4.5,3.0,0,0,3,37,8,
CcGene_11843,45,45,4.433333333333334,4.5,3.0,0,0,4,28,17,
CcGene_11869,45,45,4.366666666666666,4.5,2.5,0,0,2,35,10,
CcGene_11875,45,45,4.477777777777778,4.5,3.0,0,0,2,40,5,
CcGene_12243,45,45,4.433333333333334,4.5,3.0,0,0,5,41,4,
CcGene_12577,45,45,4.888888888888889,5.0,4.0,0,0,0,43,2,
CcGene_12853,45,45,4.522222222222222,5.0,2.5,0,0,5,24,21,
CcGene_13396,45,45,4.933333333333334,5.0,3.5,0,0,0,45,0,
CcGene_13629,45,45,4.855555555555555,5.0,3.0,0,0,1,43,2,
CcGene_14107,45,45,3.7222222222222223,3.5,3.0,0,0,1,43,2,
CcGene_14746,45,45,4.366666666666666,4.5,2.5,0,0,3,41,4,
CcGene_14809,45,45,4.433333333333334,4.5,3.0,0,0,2,34,11,
CcGene_15019,45,45,4.7,4.5,4.0,0,0,0,26,19,
CcGene_15126,45,45,4.4,4.5,3.5,0,0,0,36,9,
CcGene_15174,45,45,4.5777777777777775,5.0,3.0,0,0,1,41,4,
CcGene_15216,45,45,4.511111111111111,4.5,3.5,0,0,0,34,11,
CcGene_15583,45,45,4.388888888888889,4.5,3.5,0,0,0,41,4,
CcGene_15974,45,45,4.488888888888889,4.5,3.5,0,0,0,40,5,
CcGene_16250,45,45,4.5777777777777775,4.5,3.0,0,0,1,15,30,
CcGene_16267,45,45,4.544444444444444,4.5,2.5,0,0,2,44,1,
CcGene_16309,45,45,4.311111111111111,4.5,2.5,0,0,2,35,10,
CcGene_16372,45,45,4.588888888888889,4.5,3.0,0,0,1,33,12,
CcGene_16596,45,45,4.411111111111111,4.5,3.5,0,0,0,35,10,
CcGene_16620,45,45,4.5,4.5,3.5,0,0,0,42,3,
CcGene_17949,45,45,4.488888888888889,4.5,3.5,0,0,0,43,2,
CcGene_18703,45,45,4.388888888888889,4.5,3.0,0,0,1,36,9,
CcGene_19223,45,45,4.611111111111111,4.5,3.5,0,0,0,38,7,
CcGene_19787,45,45,4.655555555555556,5.0,3.0,0,0,1,36,9,
CcGene_19885,45,45,4.211111111111111,4.0,3.0,0,0,4,42,3,
CcGene_19916,45,45,4.055555555555555,4.0,3.0,0,0,6,44,1,
CcGene_20354,45,45,4.433333333333334,4.5,3.5,0,0,0,41,4,
CcGene_20725,45,45,4.272222222222222,4.5,2.5,0,0,3,29,16,
CcGene_20733,45,45,4.7,5.0,3.0,0,0,1,41,4,
CcGene_21112,45,45,4.377777777777778,4.5,3.0,0,0,3,42,3,
CcGene_21344,45,45,4.622222222222222,4.5,3.5,0,0,0,40,5,
CcGene_21444,45,45,4.4,4.5,3.5,0,0,0,37,8,
CcGene_21729,45,45,4.466666666666667,4.5,3.5,0,0,0,41,4,
CcGene_21975,45,45,4.377777777777778,4.5,3.0,0,0,1,43,2,
CcGene_22008,45,45,3.7,3.5,3.5,0,0,0,43,2,
CcGene_22320,45,45,4.644444444444445,5.0,3.0,0,0,1,39,6,
CcGene_22341,45,45,4.788888888888889,5.0,3.5,0,0,0,42,3,
CcGene_23179,45,45,4.488888888888889,4.5,2.5,0,0,2,39,6,
CcGene_23601,45,45,3.8777777777777778,4.0,2.5,0,0,7,42,3,
CcGene_24371,45,45,4.6,5.0,2.5,0,0,2,23,22,
CcGene_24546,45,45,4.0,4.0,2.5,0,0,5,42,3,
CcGene_24933,45,45,4.266666666666667,4.5,2.5,0,0,2,32,13,
CcGene_25227,45,45,4.411111111111111,4.5,2.5,0,0,1,35,10,
CcGene_26050,45,45,4.9222222222222225,5.0,3.5,0,0,0,45,0,
CcGene_26967,45,45,4.355555555555555,4.5,3.0,0,0,1,19,26,
CcGene_27366,45,45,4.344444444444444,4.5,2.0,0,1,1,35,10,
CcGene_27521,45,45,4.4,4.5,1.5,0,1,3,44,1,
CcGene_27548,45,45,4.888888888888889,5.0,3.5,0,0,0,43,2,
CcGene_27709,45,45,4.444444444444445,4.5,3.5,0,0,0,41,4,
CcGene_27844,45,45,4.477777777777778,4.5,3.5,0,0,0,28,17,
CcGene_27989,45,45,4.055555555555555,4.0,3.5,0,0,0,44,1,
CcGene_28292,45,45,3.888888888888889,4.0,3.0,0,0,6,11,34,
CcGene_28977,45,45,4.477777777777778,4.5,3.5,0,0,0,41,4,
CcGene_29339,45,45,3.933333333333333,3.5,2.5,0,0,2,17,28,
CcGene_29484,45,45,4.5,4.5,3.5,0,0,0,38,7,
CcGene_29705,45,45,4.4,4.5,3.0,0,0,1,38,7,
CcGene_29836,45,45,4.333333333333333,4.5,2.0,0,1,3,38,7,
CcGene_30474,45,45,4.4222222222222225,4.5,2.0,0,2,2,37,8,
CcGene_06668,44,57,4.482456140350878,4.5,2.5,0,0,4,52,5,
CcGene_16448,44,57,4.087719298245614,4.0,3.0,0,0,12,56,1,
CcGene_08791,44,55,4.336363636363636,4.5,2.5,0,0,3,45,10,
CcGene_25555,44,51,4.421568627450981,4.5,3.0,0,0,1,38,13,
CcGene_10909,44,50,4.3,4.5,3.0,0,0,4,44,6,
CcGene_03246,44,49,4.540816326530612,5.0,3.0,0,0,1,41,8,
CcGene_00075,44,48,4.5625,4.5,2.5,0,0,2,38,10,
CcGene_03630,44,48,4.458333333333333,4.5,2.5,0,0,2,46,2,
CcGene_04327,44,48,4.479166666666667,4.5,3.0,0,0,1,39,9,
CcGene_05836,44,48,4.510416666666667,4.5,3.5,0,0,0,46,2,
CcGene_07711,44,48,4.333333333333333,4.5,3.0,0,0,3,37,11,
CcGene_24350,44,48,4.510416666666667,5.0,2.5,0,0,2,21,27,
CcGene_26601,44,48,4.5,4.5,2.5,0,0,1,38,10,
CcGene_04368,44,47,3.978723404255319,4.0,2.5,0,0,7,46,1,
CcGene_04744,44,47,4.3936170212765955,4.5,2.5,0,0,1,33,14,
CcGene_07927,44,47,4.340425531914893,4.5,3.5,0,0,0,37,10,
CcGene_08888,44,47,4.24468085106383,4.5,1.0,1,2,5,39,8,
CcGene_15706,44,47,4.329787234042553,4.5,2.0,0,1,1,25,22,
CcGene_17314,44,47,4.127659574468085,4.0,3.0,0,0,8,42,5,
CcGene_18056,44,47,4.276595744680851,4.5,2.5,0,0,10,39,8,
CcGene_23327,44,47,4.595744680851064,5.0,3.5,0,0,0,45,2,
CcGene_28196,44,47,4.414893617021277,4.5,3.0,0,0,5,41,6,
CcGene_02568,44,46,4.543478260869565,4.5,3.0,0,0,1,30,16,
CcGene_02661,44,46,4.5978260869565215,5.0,3.5,0,0,0,19,27,
CcGene_06410,44,46,4.586956521739131,5.0,3.5,0,0,0,37,9,
CcGene_07463,44,46,4.244565217391305,4.5,2.5,0,0,7,37,9,
CcGene_08265,44,46,4.565217391304348,5.0,2.5,0,0,2,40,6,
CcGene_09208,44,46,4.815217391304348,5.0,3.5,0,0,0,44,2,
CcGene_10245,44,46,4.260869565217392,4.0,3.0,0,0,1,41,5,
CcGene_10664,44,46,4.391304347826087,4.5,3.5,0,0,0,38,8,
CcGene_13828,44,46,4.467391304347826,4.5,3.0,0,0,3,35,11,
CcGene_17703,44,46,4.260869565217392,4.5,3.0,0,0,5,40,6,
CcGene_19154,44,46,4.456521739130435,4.5,3.0,0,0,1,35,11,
CcGene_20838,44,46,4.315217391304348,4.5,2.0,0,1,3,32,14,
CcGene_24939,44,46,4.423913043478261,4.5,3.0,0,0,1,42,4,
CcGene_26236,44,46,4.445652173913044,4.5,3.5,0,0,0,35,11,
CcGene_26813,44,46,4.336956521739131,4.5,2.5,0,0,3,43,3,
CcGene_00536,44,45,4.144444444444445,4.0,1.5,0,3,3,38,7,
CcGene_00930,44,45,4.455555555555556,4.5,3.5,0,0,0,28,17,
CcGene_01140,44,45,4.411111111111111,4.5,2.5,0,0,1,38,7,
CcGene_02276,44,45,4.555555555555555,5.0,3.5,0,0,0,41,4,
CcGene_03850,44,45,4.444444444444445,4.5,3.0,0,0,2,36,9,
CcGene_04105,44,45,4.4222222222222225,4.5,3.0,0,0,1,30,15,
CcGene_04135,44,45,4.788888888888889,5.0,2.5,0,0,1,41,4,
CcGene_04370,44,45,4.322222222222222,4.5,2.5,0,0,1,40,5,
CcGene_06457,44,45,4.355555555555555,4.5,2.5,0,0,1,33,12,
CcGene_07907,44,45,4.5,4.5,3.5,0,0,0,44,1,
CcGene_07910,44,45,4.533333333333333,4.5,3.5,0,0,0,37,8,
CcGene_09530,44,45,2.588888888888889,2.0,0.5,2,27,33,43,2,
CcGene_10685,44,45,4.4,4.5,3.0,0,0,1,41,4,
CcGene_10977,44,45,4.466666666666667,4.5,3.0,0,0,2,40,5,
CcGene_11381,44,45,4.366666666666666,4.5,3.5,0,0,0,42,3,
CcGene_12970,44,45,3.8333333333333335,3.5,3.0,0,0,1,42,3,
CcGene_13481,44,45,4.633333333333334,5.0,3.0,0,0,2,44,1,
CcGene_13676,44,45,4.377777777777778,4.5,2.5,0,0,2,42,3,
CcGene_13683,44,45,4.488888888888889,4.5,2.5,0,0,2,33,12,
CcGene_15573,44,45,4.438888888888889,4.5,3.0,0,0,1,41,4,
CcGene_15885,44,45,3.2666666666666666,2.5,1.5,0,1,27,43,2,
CcGene_16302,44,45,4.266666666666667,4.5,3.0,0,0,6,36,9,
CcGene_16483,44,45,4.333333333333333,4.5,2.5,0,0,6,42,3,
CcGene_17166,44,45,4.066666666666666,4.5,2.0,0,1,11,42,3,
CcGene_17717,44,45,4.311111111111111,4.5,2.0,0,1,2,37,8,
CcGene_17998,44,45,4.411111111111111,4.5,3.5,0,0,0,33,12,
CcGene_18319,44,45,4.477777777777778,4.5,3.5,0,0,0,39,6,
CcGene_19577,44,45,4.4222222222222225,4.5,2.5,0,0,2,36,9,
CcGene_20299,44,45,4.433333333333334,4.5,3.5,0,0,0,33,12,
CcGene_20594,44,45,4.033333333333333,4.0,2.0,0,2,11,31,14,
CcGene_22370,44,45,4.7,5.0,3.0,0,0,1,39,6,
CcGene_24066,44,45,4.4222222222222225,4.5,3.0,0,0,3,32,13,
CcGene_26135,44,45,4.388888888888889,4.5,3.0,0,0,3,36,9,
CcGene_27406,44,45,4.1,3.5,3.5,0,0,0,42,3,
CcGene_27567,44,45,4.311111111111111,4.5,2.0,0,1,3,37,8,
CcGene_27862,44,45,4.766666666666667,5.0,3.5,0,0,0,43,2,
CcGene_28290,44,45,4.277777777777778,4.0,3.5,0,0,0,12,33,
CcGene_28623,44,45,4.511111111111111,4.5,4.0,0,0,0,41,4,
CcGene_28678,44,45,3.8333333333333335,3.5,3.0,0,0,7,43,2,
CcGene_29034,44,45,4.455555555555556,4.5,2.5,0,0,3,43,2,
CcGene_30023,44,45,4.322222222222222,4.5,3.0,0,0,2,39,6,
CcGene_00244,44,44,4.238636363636363,4.0,3.0,0,0,1,43,1,
CcGene_00653,44,44,4.5227272727272725,4.5,3.0,0,0,2,38,6,
CcGene_01700,44,44,4.5,4.5,3.5,0,0,0,34,10,
CcGene_01976,44,44,4.170454545454546,4.5,2.5,0,0,4,38,6,
CcGene_02378,44,44,4.795454545454546,5.0,3.0,0,0,1,44,0,
CcGene_02452,44,44,4.284090909090909,4.5,3.0,0,0,3,34,10,
CcGene_02542,44,44,4.090909090909091,4.5,1.5,0,1,6,39,5,
CcGene_02943,44,44,4.409090909090909,4.5,1.5,0,1,1,39,5,
CcGene_04648,44,44,4.056818181818182,4.25,2.5,0,0,10,40,4,
CcGene_05509,44,44,4.318181818181818,4.5,3.0,0,0,2,32,12,
CcGene_05568,44,44,4.363636363636363,4.5,3.5,0,0,0,43,1,
CcGene_05850,44,44,4.409090909090909,4.5,3.5,0,0,0,41,3,
CcGene_06500,44,44,4.784090909090909,5.0,3.5,0,0,0,18,26,
CcGene_06625,44,44,4.556818181818182,4.5,3.5,0,0,0,36,8,
CcGene_06672,44,44,3.965909090909091,4.0,2.0,0,3,9,33,11,
CcGene_06707,44,44,4.579545454545454,5.0,3.0,0,0,4,43,1,
CcGene_06737,44,44,4.25,4.25,3.0,0,0,3,43,1,
CcGene_07129,44,44,4.2272727272727275,4.5,2.5,0,0,2,41,3,
CcGene_07235,44,44,4.329545454545454,4.5,1.0,2,2,2,37,7,
CcGene_07448,44,44,4.159090909090909,4.5,2.5,0,0,8,43,1,
CcGene_07851,44,44,4.431818181818182,4.5,4.0,0,0,0,42,2,
CcGene_07968,44,44,4.454545454545454,4.5,3.0,0,0,1,36,8,
CcGene_08197,44,44,3.340909090909091,3.5,2.5,0,0,21,43,1,
CcGene_08328,44,44,4.2272727272727275,4.0,2.5,0,0,1,43,1,
CcGene_08520,44,44,4.3977272727272725,4.5,3.0,0,0,1,38,6,
CcGene_08569,44,44,4.761363636363637,5.0,3.5,0,0,0,40,4,
CcGene_10789,44,44,4.625,5.0,2.5,0,0,2,37,7,
CcGene_11190,44,44,4.056818181818182,4.0,2.0,0,2,2,39,5,
CcGene_11587,44,44,4.5227272727272725,4.5,3.0,0,0,1,39,5,
CcGene_11615,44,44,4.420454545454546,4.5,2.0,0,1,1,41,3,
CcGene_11759,44,44,4.2272727272727275,4.0,3.0,0,0,2,40,4,
CcGene_12598,44,44,4.409090909090909,4.5,2.0,0,1,1,41,3,
CcGene_12993,44,44,4.625,4.5,3.0,0,0,1,39,5,
CcGene_13122,44,44,4.113636363636363,4.0,2.5,0,0,5,34,10,
CcGene_14345,44,44,4.579545454545454,4.5,3.5,0,0,0,31,13,
CcGene_14348,44,44,4.159090909090909,4.5,1.5,0,1,5,36,8,
CcGene_14414,44,44,4.1022727272727275,4.5,2.5,0,0,9,37,7,
CcGene_14792,44,44,4.693181818181818,5.0,3.5,0,0,0,41,3,
CcGene_15213,44,44,4.3352272727272725,4.5,3.0,0,0,3,27,17,
CcGene_15779,44,44,4.25,4.5,3.0,0,0,8,33,11,
CcGene_16278,44,44,4.386363636363637,4.5,3.5,0,0,0,42,2,
CcGene_16487,44,44,4.386363636363637,4.5,3.0,0,0,1,41,3,
CcGene_16670,44,44,4.4772727272727275,4.5,3.0,0,0,1,37,7,
CcGene_16685,44,44,4.454545454545454,4.5,2.5,0,0,1,41,3,
CcGene_17523,44,44,4.454545454545454,4.5,3.5,0,0,0,33,11,
CcGene_17816,44,44,4.181818181818182,4.5,3.0,0,0,3,38,6,
CcGene_20164,44,44,4.465909090909091,4.5,3.5,0,0,0,32,12,
CcGene_20289,44,44,4.25,4.0,3.5,0,0,0,40,4,
CcGene_20531,44,44,4.568181818181818,4.5,3.0,0,0,1,36,8,
CcGene_20896,44,44,4.2272727272727275,4.0,3.5,0,0,0,34,10,
CcGene_21101,44,44,3.590909090909091,3.0,2.5,0,0,26,44,0,
CcGene_21210,44,44,4.431818181818182,4.5,2.5,0,0,2,43,1,
CcGene_22152,44,44,4.488636363636363,4.5,3.0,0,0,2,35,9,
CcGene_22191,44,44,4.2727272727272725,4.5,1.5,0,3,5,41,3,
CcGene_22334,44,44,4.6477272727272725,5.0,3.5,0,0,0,27,17,
CcGene_22384,44,44,4.5227272727272725,4.5,3.5,0,0,0,33,11,
CcGene_22392,44,44,3.465909090909091,3.0,1.5,0,1,29,41,3,
CcGene_22794,44,44,4.2272727272727275,4.5,3.0,0,0,2,33,11,
CcGene_22855,44,44,4.181818181818182,4.5,2.0,0,1,5,42,2,
CcGene_22934,44,44,4.534090909090909,4.5,4.0,0,0,0,43,1,
CcGene_24030,44,44,4.204545454545454,4.0,3.5,0,0,0,40,4,
CcGene_24129,44,44,4.795454545454546,5.0,4.0,0,0,0,39,5,
CcGene_24447,44,44,3.022727272727273,2.0,2.0,0,23,27,41,3,
CcGene_25524,44,44,4.863636363636363,5.0,3.0,0,0,1,39,5,
CcGene_25883,44,44,4.545454545454546,4.5,3.0,0,0,1,33,11,
CcGene_26082,44,44,3.965909090909091,3.5,3.5,0,0,0,41,3,
CcGene_26271,44,44,4.306818181818182,4.5,3.0,0,0,1,44,0,
CcGene_26289,44,44,4.659090909090909,5.0,3.0,0,0,1,23,21,
CcGene_26622,44,44,4.3522727272727275,4.5,3.0,0,0,1,27,17,
CcGene_26791,44,44,4.5,4.5,3.0,0,0,1,39,5,
CcGene_26895,44,44,4.511363636363637,4.5,3.5,0,0,0,44,0,
CcGene_27825,44,44,4.375,4.5,3.5,0,0,0,32,12,
CcGene_27929,44,44,4.215909090909091,4.5,2.0,0,1,5,38,6,
CcGene_28143,44,44,4.2727272727272725,4.0,3.5,0,0,0,38,6,
CcGene_28230,44,44,4.329545454545454,5.0,2.0,0,4,5,29,15,
CcGene_28403,44,44,4.363636363636363,4.5,3.0,0,0,3,37,7,
CcGene_28445,44,44,3.8636363636363638,3.5,1.5,0,2,5,18,26,
CcGene_28884,44,44,4.761363636363637,5.0,3.0,0,0,2,11,33,
CcGene_29276,44,44,4.590909090909091,4.5,3.5,0,0,0,36,8,
CcGene_29381,44,44,4.2272727272727275,4.5,2.5,0,0,8,39,5,
CcGene_29589,44,44,4.386363636363637,4.5,3.5,0,0,0,41,3,
CcGene_29855,44,44,3.8636363636363638,4.0,2.0,0,2,3,41,3,
CcGene_29923,44,44,4.409090909090909,4.5,3.5,0,0,0,41,3,
CcGene_00627,43,49,4.387755102040816,4.5,3.0,0,0,3,42,7,
CcGene_29811,43,48,4.614583333333333,4.5,3.0,0,0,1,46,2,
CcGene_00096,43,47,4.382978723404255,4.5,3.0,0,0,2,38,9,
CcGene_24349,43,47,4.372340425531915,4.5,3.0,0,0,8,40,7,
CcGene_25380,43,47,4.617021276595745,4.5,2.5,0,0,1,32,15,
CcGene_06168,43,46,4.5,4.5,3.0,0,0,2,40,6,
CcGene_09570,43,46,4.5,4.5,3.0,0,0,1,39,7,
CcGene_11736,43,46,4.5,4.5,3.0,0,0,2,45,1,
CcGene_23775,43,46,4.445652173913044,4.5,3.5,0,0,0,41,5,
CcGene_02801,43,45,4.344444444444444,4.5,3.5,0,0,0,38,7,
CcGene_04716,43,45,4.377777777777778,4.5,1.5,0,1,1,42,3,
CcGene_06227,43,45,4.344444444444444,4.5,2.0,0,1,1,36,9,
CcGene_10717,43,45,4.477777777777778,4.5,3.0,0,0,1,39,6,
CcGene_13429,43,45,4.322222222222222,4.5,3.0,0,0,1,32,13,
CcGene_17242,43,45,4.533333333333333,4.5,3.0,0,0,1,39,6,
CcGene_19332,43,45,4.433333333333334,4.5,3.5,0,0,0,41,4,
CcGene_19595,43,45,4.288888888888889,4.5,3.0,0,0,1,34,11,
CcGene_21660,43,45,4.2444444444444445,4.0,2.5,0,0,1,40,5,
CcGene_23414,43,45,4.155555555555556,4.5,1.5,0,2,3,39,6,
CcGene_24449,43,45,4.655555555555556,4.5,3.5,0,0,0,35,10,
CcGene_26142,43,45,4.4,4.5,2.0,0,1,2,45,0,
CcGene_26263,43,45,4.522222222222222,4.5,3.5,0,0,0,39,6,
CcGene_26514,43,45,4.611111111111111,4.5,3.0,0,0,1,35,10,
CcGene_26833,43,45,4.3,4.0,3.5,0,0,0,42,3,
CcGene_28149,43,45,4.4,4.5,3.0,0,0,1,34,11,
CcGene_28231,43,45,3.966666666666667,4.5,2.0,0,1,11,41,4,
CcGene_00249,43,44,3.9545454545454546,4.5,0.0,2,3,11,37,7,
CcGene_00967,43,44,4.409090909090909,4.5,3.0,0,0,3,42,2,
CcGene_00999,43,44,4.363636363636363,4.5,3.0,0,0,1,39,5,
CcGene_01111,43,44,4.25,4.5,3.0,0,0,2,42,2,
CcGene_05709,43,44,4.318181818181818,4.5,2.5,0,0,1,38,6,
CcGene_05748,43,44,4.431818181818182,4.5,3.0,0,0,3,40,4,
CcGene_08127,43,44,3.522727272727273,2.5,2.5,0,0,23,39,5,
CcGene_08230,43,44,4.306818181818182,4.5,1.5,0,1,1,41,3,
CcGene_09266,43,44,4.488636363636363,4.5,2.5,0,0,1,34,10,
CcGene_09607,43,44,4.4772727272727275,4.5,2.5,0,0,2,25,19,
CcGene_09857,43,44,4.556818181818182,4.5,3.0,0,0,1,41,3,
CcGene_10218,43,44,4.340909090909091,4.5,2.5,0,0,5,34,10,
CcGene_10252,43,44,4.375,4.5,2.5,0,0,1,33,11,
CcGene_10997,43,44,4.3522727272727275,4.5,2.5,0,0,2,38,6,
CcGene_11938,43,44,4.386363636363637,4.5,3.0,0,0,1,39,5,
CcGene_12004,43,44,4.329545454545454,4.5,1.5,0,1,1,36,8,
CcGene_13462,43,44,4.443181818181818,4.5,3.0,0,0,2,29,15,
CcGene_13928,43,44,4.329545454545454,4.5,3.0,0,0,2,39,5,
CcGene_14550,43,44,4.568181818181818,4.5,3.5,0,0,0,40,4,
CcGene_16981,43,44,4.306818181818182,4.5,3.0,0,0,2,39,5,
CcGene_17812,43,44,4.5,4.5,3.5,0,0,0,33,11,
CcGene_19212,43,44,4.420454545454546,4.5,3.0,0,0,2,33,11,
CcGene_19592,43,44,4.556818181818182,4.5,3.0,0,0,1,41,3,
CcGene_21483,43,44,4.613636363636363,5.0,2.0,0,2,3,14,30,
CcGene_21864,43,44,4.136363636363637,4.0,1.0,1,1,3,36,8,
CcGene_22175,43,44,4.431818181818182,4.5,3.5,0,0,0,43,1,
CcGene_24505,43,44,4.136363636363637,4.0,2.0,0,2,5,38,6,
CcGene_24612,43,44,4.2272727272727275,4.0,3.0,0,0,2,19,25,
CcGene_27278,43,44,4.420454545454546,4.5,3.0,0,0,2,33,11,
CcGene_27419,43,44,4.25,4.0,2.5,0,0,2,38,6,
CcGene_27587,43,44,4.2727272727272725,4.25,3.0,0,0,1,37,7,
CcGene_28262,43,44,4.6022727272727275,5.0,3.5,0,0,0,33,11,
CcGene_29459,43,44,4.5,4.75,2.5,0,0,4,28,16,
CcGene_30035,43,44,4.295454545454546,4.5,2.5,0,0,5,39,5,
CcGene_30263,43,44,4.443181818181818,4.5,3.0,0,0,1,39,5,
CcGene_00230,43,43,4.476744186046512,4.5,3.0,0,0,1,13,30,
CcGene_00387,43,43,4.465116279069767,4.5,2.5,0,0,4,40,3,
CcGene_00719,43,43,4.313953488372093,4.5,2.0,0,1,2,21,22,
CcGene_01273,43,43,4.209302325581396,4.5,2.5,0,0,8,30,13,
CcGene_01312,43,43,4.558139534883721,4.5,3.5,0,0,0,26,17,
CcGene_02315,43,43,4.5813953488372094,5.0,3.5,0,0,0,42,1,
CcGene_02321,43,43,4.441860465116279,4.5,2.5,0,0,1,42,1,
CcGene_02555,43,43,4.244186046511628,4.5,3.0,0,0,7,39,4,
CcGene_02969,43,43,4.116279069767442,4.0,3.5,0,0,0,7,36,
CcGene_03072,43,43,4.325581395348837,4.5,2.5,0,0,3,33,10,
CcGene_03315,43,43,4.511627906976744,4.5,4.0,0,0,0,41,2,
CcGene_03558,43,43,4.988372093023256,5.0,4.5,0,0,0,42,1,
CcGene_03681,43,43,4.22093023255814,4.0,4.0,0,0,0,13,30,
CcGene_03682,43,43,3.883720930232558,3.5,2.0,0,1,3,39,4,
CcGene_03808,43,43,4.348837209302325,4.5,3.0,0,0,2,41,2,
CcGene_04675,43,43,4.337209302325581,4.5,3.0,0,0,1,38,5,
CcGene_06355,43,43,4.5,4.5,3.0,0,0,1,23,20,
CcGene_06475,43,43,4.406976744186046,4.5,3.5,0,0,0,39,4,
CcGene_06769,43,43,4.209302325581396,4.0,2.5,0,0,3,35,8,
CcGene_06903,43,43,4.255813953488372,4.0,3.0,0,0,1,42,1,
CcGene_07087,43,43,4.5,4.5,3.0,0,0,2,25,18,
CcGene_07536,43,43,4.337209302325581,4.5,2.0,0,1,4,39,4,
CcGene_08310,43,43,4.011627906976744,4.0,3.0,0,0,4,42,1,
CcGene_08481,43,43,3.511627906976744,3.0,3.0,0,0,25,42,1,
CcGene_08990,43,43,4.174418604651163,4.0,3.0,0,0,4,28,15,
CcGene_08994,43,43,4.453488372093023,4.5,3.0,0,0,1,37,6,
CcGene_10267,43,43,4.372093023255814,4.5,3.0,0,0,1,39,4,
CcGene_10775,43,43,4.104651162790698,4.0,3.5,0,0,0,42,1,
CcGene_10968,43,43,4.383720930232558,4.5,3.0,0,0,2,37,6,
CcGene_11164,43,43,3.802325581395349,4.0,2.5,0,0,13,35,8,
CcGene_11502,43,43,4.0,3.5,3.5,0,0,0,42,1,
CcGene_12054,43,43,4.209302325581396,4.0,3.0,0,0,1,40,3,
CcGene_12244,43,43,4.046511627906977,4.5,2.5,0,0,15,40,3,
CcGene_12874,43,43,4.27906976744186,4.5,2.5,0,0,5,34,9,
CcGene_13594,43,43,4.476744186046512,4.5,2.5,0,0,1,41,2,
CcGene_13686,43,43,4.5,4.5,3.0,0,0,1,36,7,
CcGene_13691,43,43,4.5,4.5,4.0,0,0,0,41,2,
CcGene_13855,43,43,4.569767441860465,4.5,3.0,0,0,1,30,13,
CcGene_14896,43,43,3.9767441860465116,3.5,3.5,0,0,0,33,10,
CcGene_14956,43,43,4.22093023255814,4.0,2.5,0,0,2,40,3,
CcGene_15323,43,43,4.255813953488372,4.5,2.5,0,0,4,41,2,
CcGene_15813,43,43,4.406976744186046,4.5,2.5,0,0,2,12,31,
CcGene_16052,43,43,4.372093023255814,4.5,3.5,0,0,0,42,1,
