Gene_ID,Scaffold,Start,End,Strand,Length
CcGene_21258,CcContig_111317,30187,31931,+,1745
CcGene_21258,CcContig_111317,30187,31931,+,1745
CcGene_21260,CcContig_111317,39019,39930,-,912
CcGene_21260,CcContig_111317,39019,39930,-,912
CcGene_21259,CcContig_111317,36801,37360,+,560
CcGene_21259,CcContig_111317,36801,37360,+,560
CcGene_21257,CcContig_111317,15100,17497,+,2398
CcGene_21257,CcContig_111317,15100,17497,+,2398
CcGene_00285,CcContig_001178,7133,8540,+,1408
CcGene_00285,CcContig_001178,7133,8540,+,1408
CcGene_00283,CcContig_001178,144,1413,-,1270
CcGene_00283,CcContig_001178,144,1413,-,1270
CcGene_00284,CcContig_001178,2936,5211,+,2276
CcGene_00284,CcContig_001178,2936,5211,+,2276
CcGene_13763,CcContig_083343,95,3977,-,3883
CcGene_13763,CcContig_083343,95,3977,-,3883
CcGene_13764,CcContig_083343,19518,20188,+,671
CcGene_13764,CcContig_083343,19518,20188,+,671
CcGene_20867,CcContig_110094,14573,25086,+,10514
CcGene_20867,CcContig_110094,14573,25086,+,10514
CcGene_00223,CcContig_000980,20424,22890,-,2467
CcGene_00223,CcContig_000980,20424,22890,-,2467
CcGene_28929,CcContig_134610,5745,12909,-,7165
CcGene_28929,CcContig_134610,5745,12909,-,7165
CcGene_27153,CcContig_128546,6674,7692,-,1019
CcGene_27153,CcContig_128546,6674,7692,-,1019
CcGene_27154,CcContig_128546,26720,46397,-,19678
CcGene_27154,CcContig_128546,26720,46397,-,19678
CcGene_27152,CcContig_128546,1509,5304,+,3796
CcGene_27152,CcContig_128546,1509,5304,+,3796
CcGene_27157,CcContig_128546,105451,107780,+,2330
CcGene_27157,CcContig_128546,105451,107780,+,2330
CcGene_27155,CcContig_128546,80224,87582,-,7359
CcGene_27155,CcContig_128546,80224,87582,-,7359
CcGene_27156,CcContig_128546,98079,102672,+,4594
CcGene_27156,CcContig_128546,98079,102672,+,4594
CcGene_27158,CcContig_128546,109253,111552,-,2300
CcGene_27158,CcContig_128546,109253,111552,-,2300
CcGene_04754,CcContig_027404,168,1469,-,1302
CcGene_04754,CcContig_027404,168,1469,-,1302
CcGene_31944,CcContig_143276,37442,38422,+,981
CcGene_31944,CcContig_143276,37442,38422,+,981
CcGene_31943,CcContig_143276,11282,13979,-,2698
CcGene_31943,CcContig_143276,11282,13979,-,2698
CcGene_31942,CcContig_143276,2927,4180,+,1254
CcGene_31942,CcContig_143276,2927,4180,+,1254
CcGene_12285,CcContig_061240,1744,3048,-,1305
CcGene_12285,CcContig_061240,1744,3048,-,1305
CcGene_30257,CcContig_138406,24509,24814,-,306
CcGene_30257,CcContig_138406,24509,24814,-,306
CcGene_14044,CcContig_086674,18,922,+,905
CcGene_14044,CcContig_086674,18,922,+,905
CcGene_20250,CcContig_108255,58496,59409,+,914
CcGene_20250,CcContig_108255,58496,59409,+,914
CcGene_29939,CcContig_137540,44126,45960,+,1835
CcGene_29939,CcContig_137540,44126,45960,+,1835
CcGene_29937,CcContig_137540,6015,9438,+,3424
CcGene_29937,CcContig_137540,6015,9438,+,3424
CcGene_29938,CcContig_137540,11581,16866,-,5286
CcGene_29938,CcContig_137540,11581,16866,-,5286
CcGene_29940,CcContig_137540,56581,62807,+,6227
CcGene_29940,CcContig_137540,56581,62807,+,6227
CcGene_06109,CcContig_043101,26,1004,-,979
CcGene_06109,CcContig_043101,26,1004,-,979
CcGene_12301,CcContig_061323,6220,6981,+,762
CcGene_12301,CcContig_061323,6220,6981,+,762
CcGene_12302,CcContig_061323,33379,35208,-,1830
CcGene_12302,CcContig_061323,33379,35208,-,1830
CcGene_21527,CcContig_111805,57341,64224,-,6884
CcGene_21527,CcContig_111805,57341,64224,-,6884
CcGene_21526,CcContig_111805,52335,54924,+,2590
CcGene_21526,CcContig_111805,52335,54924,+,2590
CcGene_09973,CcContig_051232,3181,4209,+,1029
CcGene_09973,CcContig_051232,3181,4209,+,1029
CcGene_03816,CcContig_015139,19697,22171,-,2475
CcGene_03816,CcContig_015139,19697,22171,-,2475
CcGene_03815,CcContig_015139,4044,16093,+,12050
CcGene_03815,CcContig_015139,4044,16093,+,12050
CcGene_23796,CcContig_118534,11831,12272,+,442
CcGene_23796,CcContig_118534,11831,12272,+,442
CcGene_33204,CcContig_146713,20352,32114,+,11763
CcGene_33204,CcContig_146713,20352,32114,+,11763
CcGene_03369,CcContig_7180007914041,2831,3351,+,521
CcGene_03369,CcContig_7180007914041,2831,3351,+,521
CcGene_04867,CcContig_028871,206,366,-,161
CcGene_04867,CcContig_028871,206,366,-,161
CcGene_25431,CcContig_123294,77,2599,+,2523
CcGene_25431,CcContig_123294,77,2599,+,2523
CcGene_25432,CcContig_123294,15060,15483,+,424
CcGene_25432,CcContig_123294,15060,15483,+,424
CcGene_25433,CcContig_123294,15985,17622,+,1638
CcGene_25433,CcContig_123294,15985,17622,+,1638
CcGene_02799,CcContig_006506,14662,17711,-,3050
CcGene_02799,CcContig_006506,14662,17711,-,3050
CcGene_02798,CcContig_006506,5276,12371,-,7096
CcGene_02798,CcContig_006506,5276,12371,-,7096
CcGene_05550,CcContig_035643,15880,20042,-,4163
CcGene_05550,CcContig_035643,15880,20042,-,4163
CcGene_05549,CcContig_035643,3592,4255,-,664
CcGene_05549,CcContig_035643,3592,4255,-,664
CcGene_05894,CcContig_038689,6953,9475,-,2523
CcGene_05894,CcContig_038689,6953,9475,-,2523
CcGene_05893,CcContig_038689,3468,6866,+,3399
CcGene_05893,CcContig_038689,3468,6866,+,3399
CcGene_01314,CcContig_003327,519,1529,-,1011
CcGene_01314,CcContig_003327,519,1529,-,1011
CcGene_01315,CcContig_003327,4113,9647,+,5535
CcGene_01315,CcContig_003327,4113,9647,+,5535
CcGene_01316,CcContig_003327,10941,20148,-,9208
CcGene_01316,CcContig_003327,10941,20148,-,9208
CcGene_00589,CcContig_001815,154,965,+,812
CcGene_00589,CcContig_001815,154,965,+,812
CcGene_21310,CcContig_111397,6295,7645,+,1351
CcGene_21310,CcContig_111397,6295,7645,+,1351
CcGene_07788,CcContig_048193,26640,34759,-,8120
CcGene_07788,CcContig_048193,26640,34759,-,8120
CcGene_07786,CcContig_048193,2302,3592,+,1291
CcGene_07786,CcContig_048193,2302,3592,+,1291
CcGene_07787,CcContig_048193,20853,26475,+,5623
CcGene_07787,CcContig_048193,20853,26475,+,5623
CcGene_00244,CcContig_001059,28322,35963,+,7642
CcGene_00244,CcContig_001059,28322,35963,+,7642
CcGene_04617,CcContig_027058,11611,12043,-,433
CcGene_04617,CcContig_027058,11611,12043,-,433
CcGene_08741,CcContig_7180008023277,5960,8660,+,2701
CcGene_08741,CcContig_7180008023277,5960,8660,+,2701
CcGene_06627,CcContig_047013,14694,16097,-,1404
CcGene_06627,CcContig_047013,14694,16097,-,1404
CcGene_04158,CcContig_7180007926301,5346,8041,+,2696
CcGene_04158,CcContig_7180007926301,5346,8041,+,2696
CcGene_01191,CcContig_003118,47467,51781,+,4315
CcGene_01191,CcContig_003118,47467,51781,+,4315
CcGene_01190,CcContig_003118,9488,12520,+,3033
CcGene_01190,CcContig_003118,9488,12520,+,3033
CcGene_22223,CcContig_113411,9690,10318,-,629
CcGene_22223,CcContig_113411,9690,10318,-,629
CcGene_22229,CcContig_113411,46048,50665,+,4618
CcGene_22229,CcContig_113411,46048,50665,+,4618
CcGene_22218,CcContig_113411,4851,5359,+,509
CcGene_22218,CcContig_113411,4851,5359,+,509
CcGene_22227,CcContig_113411,29394,32079,-,2686
CcGene_22227,CcContig_113411,29394,32079,-,2686
CcGene_22224,CcContig_113411,18195,19978,+,1784
CcGene_22224,CcContig_113411,18195,19978,+,1784
CcGene_22221,CcContig_113411,93078,93708,-,631
CcGene_22221,CcContig_113411,93078,93708,-,631
CcGene_22220,CcContig_113411,70222,71672,+,1451
CcGene_22220,CcContig_113411,70222,71672,+,1451
CcGene_22228,CcContig_113411,33341,38348,-,5008
CcGene_22228,CcContig_113411,33341,38348,-,5008
CcGene_22225,CcContig_113411,22656,24375,+,1720
CcGene_22225,CcContig_113411,22656,24375,+,1720
CcGene_22222,CcContig_113411,7547,8058,+,512
CcGene_22222,CcContig_113411,7547,8058,+,512
CcGene_22219,CcContig_113411,68052,68663,-,612
CcGene_22219,CcContig_113411,68052,68663,-,612
CcGene_22226,CcContig_113411,25976,28215,+,2240
CcGene_22226,CcContig_113411,25976,28215,+,2240
CcGene_11233,CcContig_059516,10566,12122,+,1557
CcGene_11233,CcContig_059516,10566,12122,+,1557
CcGene_20608,CcContig_109015,8125,12724,+,4600
CcGene_20608,CcContig_109015,8125,12724,+,4600
CcGene_20607,CcContig_109015,1570,4086,+,2517
CcGene_20607,CcContig_109015,1570,4086,+,2517
CcGene_11761,CcContig_060181,12876,15383,+,2508
CcGene_11761,CcContig_060181,12876,15383,+,2508
CcGene_05027,CcContig_032181,946,2682,+,1737
CcGene_05027,CcContig_032181,946,2682,+,1737
CcGene_30947,CcContig_139970,14436,18833,-,4398
CcGene_30947,CcContig_139970,14436,18833,-,4398
CcGene_30945,CcContig_139970,3532,7408,+,3877
CcGene_30945,CcContig_139970,3532,7408,+,3877
CcGene_30946,CcContig_139970,8432,12102,+,3671
CcGene_30946,CcContig_139970,8432,12102,+,3671
CcGene_12581,CcContig_064777,210,528,-,319
CcGene_12581,CcContig_064777,210,528,-,319
CcGene_11454,CcContig_059753,24487,25834,-,1348
CcGene_11454,CcContig_059753,24487,25834,-,1348
CcGene_11455,CcContig_059753,28010,30091,-,2082
CcGene_11455,CcContig_059753,28010,30091,-,2082
CcGene_11453,CcContig_059753,9514,13452,+,3939
CcGene_11453,CcContig_059753,9514,13452,+,3939
CcGene_10395,CcContig_052561,158,652,+,495
CcGene_10395,CcContig_052561,158,652,+,495
CcGene_14393,CcContig_089429,468,943,+,476
CcGene_14393,CcContig_089429,468,943,+,476
CcGene_04801,CcContig_027729,1037,2098,-,1062
CcGene_04801,CcContig_027729,1037,2098,-,1062
CcGene_27682,CcContig_129601,626,1042,+,417
CcGene_27682,CcContig_129601,626,1042,+,417
CcGene_27684,CcContig_129601,21095,26243,-,5149
CcGene_27684,CcContig_129601,21095,26243,-,5149
CcGene_27683,CcContig_129601,17166,18893,-,1728
CcGene_27683,CcContig_129601,17166,18893,-,1728
CcGene_18189,CcContig_102707,8622,10770,+,2149
CcGene_18189,CcContig_102707,8622,10770,+,2149
CcGene_23388,CcContig_117560,44751,45738,+,988
CcGene_23388,CcContig_117560,44751,45738,+,988
CcGene_23389,CcContig_117560,72960,74609,-,1650
CcGene_23389,CcContig_117560,72960,74609,-,1650
CcGene_23386,CcContig_117560,23178,25065,+,1888
CcGene_23386,CcContig_117560,23178,25065,+,1888
CcGene_23387,CcContig_117560,28964,37576,-,8613
CcGene_23387,CcContig_117560,28964,37576,-,8613
CcGene_10199,CcContig_052056,113,6202,-,6090
CcGene_10199,CcContig_052056,113,6202,-,6090
CcGene_10200,CcContig_052056,15889,24913,+,9025
CcGene_10200,CcContig_052056,15889,24913,+,9025
CcGene_22773,CcContig_115885,139983,140388,+,406
CcGene_22773,CcContig_115885,139983,140388,+,406
CcGene_22774,CcContig_115885,30818,40897,+,10080
CcGene_22774,CcContig_115885,30818,40897,+,10080
CcGene_22772,CcContig_115885,124701,126347,+,1647
CcGene_22772,CcContig_115885,124701,126347,+,1647
CcGene_22771,CcContig_115885,117328,118827,+,1500
CcGene_22771,CcContig_115885,117328,118827,+,1500
CcGene_22778,CcContig_115885,95303,99433,+,4131
CcGene_22778,CcContig_115885,95303,99433,+,4131
CcGene_22781,CcContig_115885,109412,111941,-,2530
CcGene_22781,CcContig_115885,109412,111941,-,2530
CcGene_22780,CcContig_115885,106879,108861,-,1983
CcGene_22780,CcContig_115885,106879,108861,-,1983
CcGene_22775,CcContig_115885,50863,58212,-,7350
CcGene_22775,CcContig_115885,50863,58212,-,7350
CcGene_22770,CcContig_115885,27405,30335,+,2931
CcGene_22770,CcContig_115885,27405,30335,+,2931
CcGene_22779,CcContig_115885,100286,104797,-,4512
CcGene_22779,CcContig_115885,100286,104797,-,4512
CcGene_22777,CcContig_115885,81554,82181,+,628
CcGene_22777,CcContig_115885,81554,82181,+,628
CcGene_22776,CcContig_115885,70948,71454,+,507
CcGene_22776,CcContig_115885,70948,71454,+,507
CcGene_17449,CcContig_100525,2744,5018,+,2275
CcGene_17449,CcContig_100525,2744,5018,+,2275
CcGene_17452,CcContig_100525,42287,44004,+,1718
CcGene_17452,CcContig_100525,42287,44004,+,1718
CcGene_17450,CcContig_100525,21393,23373,-,1981
CcGene_17450,CcContig_100525,21393,23373,-,1981
CcGene_17454,CcContig_100525,57271,61061,-,3791
CcGene_17454,CcContig_100525,57271,61061,-,3791
CcGene_17455,CcContig_100525,63587,65305,-,1719
CcGene_17455,CcContig_100525,63587,65305,-,1719
CcGene_17451,CcContig_100525,35509,35999,+,491
CcGene_17451,CcContig_100525,35509,35999,+,491
CcGene_17453,CcContig_100525,46043,46630,-,588
CcGene_17453,CcContig_100525,46043,46630,-,588
CcGene_09423,CcContig_050152,10586,12448,+,1863
CcGene_09423,CcContig_050152,10586,12448,+,1863
CcGene_01639,CcContig_003903,35437,37849,+,2413
CcGene_01639,CcContig_003903,35437,37849,+,2413
CcGene_01638,CcContig_003903,21728,25361,+,3634
CcGene_01638,CcContig_003903,21728,25361,+,3634
CcGene_27393,CcContig_128990,14186,20299,+,6114
CcGene_27393,CcContig_128990,14186,20299,+,6114
CcGene_27392,CcContig_128990,8342,12531,+,4190
CcGene_27392,CcContig_128990,8342,12531,+,4190
CcGene_22419,CcContig_114539,5042,7861,-,2820
CcGene_22419,CcContig_114539,5042,7861,-,2820
CcGene_22418,CcContig_114539,3248,3645,+,398
CcGene_22418,CcContig_114539,3248,3645,+,398
CcGene_22421,CcContig_114539,24030,26772,+,2743
CcGene_22421,CcContig_114539,24030,26772,+,2743
CcGene_22420,CcContig_114539,10742,21474,-,10733
CcGene_22420,CcContig_114539,10742,21474,-,10733
CcGene_22423,CcContig_114539,53784,55271,+,1488
CcGene_22423,CcContig_114539,53784,55271,+,1488
CcGene_22425,CcContig_114539,66380,75937,+,9558
CcGene_22425,CcContig_114539,66380,75937,+,9558
CcGene_22424,CcContig_114539,55837,60168,+,4332
CcGene_22424,CcContig_114539,55837,60168,+,4332
CcGene_22422,CcContig_114539,33232,40668,+,7437
CcGene_22422,CcContig_114539,33232,40668,+,7437
CcGene_07005,CcContig_047425,6591,7519,-,929
CcGene_07005,CcContig_047425,6591,7519,-,929
CcGene_07007,CcContig_047425,21307,23601,-,2295
CcGene_07007,CcContig_047425,21307,23601,-,2295
CcGene_07006,CcContig_047425,10861,11412,+,552
CcGene_07006,CcContig_047425,10861,11412,+,552
CcGene_32867,CcContig_145493,42840,46300,+,3461
CcGene_32867,CcContig_145493,42840,46300,+,3461
CcGene_33268,CcContig_147006,5117,9464,-,4348
CcGene_33268,CcContig_147006,5117,9464,-,4348
CcGene_20975,CcContig_110420,18851,21931,-,3081
CcGene_20975,CcContig_110420,18851,21931,-,3081
CcGene_20977,CcContig_110420,40336,42899,-,2564
CcGene_20977,CcContig_110420,40336,42899,-,2564
CcGene_20976,CcContig_110420,28161,30907,-,2747
CcGene_20976,CcContig_110420,28161,30907,-,2747
CcGene_00703,CcContig_002038,9887,11190,-,1304
CcGene_00703,CcContig_002038,9887,11190,-,1304
CcGene_13665,CcContig_081845,2394,5582,-,3189
CcGene_13665,CcContig_081845,2394,5582,-,3189
CcGene_13666,CcContig_081845,9662,12275,-,2614
CcGene_13666,CcContig_081845,9662,12275,-,2614
CcGene_20755,CcContig_109503,39833,42295,+,2463
CcGene_20755,CcContig_109503,39833,42295,+,2463
CcGene_20754,CcContig_109503,27269,35250,+,7982
CcGene_20754,CcContig_109503,27269,35250,+,7982
CcGene_20756,CcContig_109503,44457,44774,-,318
CcGene_20756,CcContig_109503,44457,44774,-,318
CcGene_20753,CcContig_109503,25649,26947,+,1299
CcGene_20753,CcContig_109503,25649,26947,+,1299
CcGene_17519,CcContig_100653,54595,57543,-,2949
CcGene_17519,CcContig_100653,54595,57543,-,2949
CcGene_17518,CcContig_100653,16467,17940,-,1474
CcGene_17518,CcContig_100653,16467,17940,-,1474
CcGene_19080,CcContig_105021,20817,25290,+,4474
CcGene_19080,CcContig_105021,20817,25290,+,4474
CcGene_19081,CcContig_105021,26791,28951,-,2161
CcGene_19081,CcContig_105021,26791,28951,-,2161
CcGene_19082,CcContig_105021,40966,42990,+,2025
CcGene_19082,CcContig_105021,40966,42990,+,2025
CcGene_16056,CcContig_096673,2418,5126,-,2709
CcGene_16056,CcContig_096673,2418,5126,-,2709
CcGene_29985,CcContig_137661,34258,40966,+,6709
CcGene_29985,CcContig_137661,34258,40966,+,6709
CcGene_29986,CcContig_137661,45353,46977,-,1625
CcGene_29986,CcContig_137661,45353,46977,-,1625
CcGene_25687,CcContig_124340,4957,9825,+,4869
CcGene_25687,CcContig_124340,4957,9825,+,4869
CcGene_25688,CcContig_124340,12512,20485,+,7974
CcGene_25688,CcContig_124340,12512,20485,+,7974
CcGene_13011,CcContig_076974,3912,6196,+,2285
CcGene_13011,CcContig_076974,3912,6196,+,2285
CcGene_24176,CcContig_119588,3980,15238,+,11259
CcGene_24176,CcContig_119588,3980,15238,+,11259
CcGene_14048,CcContig_086714,2217,2916,+,700
CcGene_14048,CcContig_086714,2217,2916,+,700
CcGene_14049,CcContig_086714,55665,57736,+,2072
CcGene_14049,CcContig_086714,55665,57736,+,2072
CcGene_14050,CcContig_086714,62709,65726,-,3018
CcGene_14050,CcContig_086714,62709,65726,-,3018
CcGene_30037,CcContig_137797,9912,12434,+,2523
CcGene_30037,CcContig_137797,9912,12434,+,2523
CcGene_30038,CcContig_137797,12521,15919,-,3399
CcGene_30038,CcContig_137797,12521,15919,-,3399
CcGene_30728,CcContig_139393,48625,51454,+,2830
CcGene_30728,CcContig_139393,48625,51454,+,2830
CcGene_14630,CcContig_092300,3269,4140,+,872
CcGene_14630,CcContig_092300,3269,4140,+,872
CcGene_02924,CcContig_006946,19888,24206,-,4319
CcGene_02924,CcContig_006946,19888,24206,-,4319
CcGene_02923,CcContig_006946,11293,18730,-,7438
CcGene_02923,CcContig_006946,11293,18730,-,7438
CcGene_04644,CcContig_027109,611,6457,+,5847
CcGene_04644,CcContig_027109,611,6457,+,5847
CcGene_26275,CcContig_126032,996,2138,-,1143
CcGene_26275,CcContig_126032,996,2138,-,1143
CcGene_25089,CcContig_122262,21607,21968,+,362
CcGene_25089,CcContig_122262,21607,21968,+,362
CcGene_17626,CcContig_100814,34574,34972,-,399
CcGene_17626,CcContig_100814,34574,34972,-,399
CcGene_17625,CcContig_100814,19302,28267,-,8966
CcGene_17625,CcContig_100814,19302,28267,-,8966
CcGene_26390,CcContig_126289,16358,17699,-,1342
CcGene_26390,CcContig_126289,16358,17699,-,1342
CcGene_04817,CcContig_027850,1201,2419,+,1219
CcGene_04817,CcContig_027850,1201,2419,+,1219
CcGene_12876,CcContig_074310,9370,10750,-,1381
CcGene_12876,CcContig_074310,9370,10750,-,1381
CcGene_09894,CcContig_051145,17462,24750,-,7289
CcGene_09894,CcContig_051145,17462,24750,-,7289
CcGene_09893,CcContig_051145,12253,14521,-,2269
CcGene_09893,CcContig_051145,12253,14521,-,2269
CcGene_02447,CcContig_005723,19904,21403,-,1500
CcGene_02447,CcContig_005723,19904,21403,-,1500
CcGene_02446,CcContig_005723,9519,18273,+,8755
CcGene_02446,CcContig_005723,9519,18273,+,8755
CcGene_14484,CcContig_090869,560,823,+,264
CcGene_14484,CcContig_090869,560,823,+,264
CcGene_08993,CcContig_049635,45267,47167,+,1901
CcGene_08993,CcContig_049635,45267,47167,+,1901
CcGene_08991,CcContig_049635,28157,29215,+,1059
CcGene_08991,CcContig_049635,28157,29215,+,1059
CcGene_08989,CcContig_049635,12683,15539,-,2857
CcGene_08989,CcContig_049635,12683,15539,-,2857
CcGene_08990,CcContig_049635,23665,24798,+,1134
CcGene_08990,CcContig_049635,23665,24798,+,1134
CcGene_08988,CcContig_049635,8352,8852,+,501
CcGene_08988,CcContig_049635,8352,8852,+,501
CcGene_08992,CcContig_049635,41596,42802,+,1207
CcGene_08992,CcContig_049635,41596,42802,+,1207
CcGene_13608,CcContig_081433,399,1478,+,1080
CcGene_13608,CcContig_081433,399,1478,+,1080
CcGene_20295,CcContig_108346,18636,26736,+,8101
CcGene_20295,CcContig_108346,18636,26736,+,8101
CcGene_25059,CcContig_122183,15688,18242,-,2555
CcGene_25059,CcContig_122183,15688,18242,-,2555
CcGene_25058,CcContig_122183,11018,13141,+,2124
CcGene_25058,CcContig_122183,11018,13141,+,2124
CcGene_25060,CcContig_122183,21385,25531,-,4147
CcGene_25060,CcContig_122183,21385,25531,-,4147
CcGene_14228,CcContig_087775,8001,10471,+,2471
CcGene_14228,CcContig_087775,8001,10471,+,2471
CcGene_11768,CcContig_060216,8630,15812,+,7183
CcGene_11768,CcContig_060216,8630,15812,+,7183
CcGene_11772,CcContig_060216,44744,46522,-,1779
CcGene_11772,CcContig_060216,44744,46522,-,1779
CcGene_11771,CcContig_060216,37701,41127,-,3427
CcGene_11771,CcContig_060216,37701,41127,-,3427
CcGene_11769,CcContig_060216,16628,20292,-,3665
CcGene_11769,CcContig_060216,16628,20292,-,3665
CcGene_11770,CcContig_060216,32072,34261,+,2190
CcGene_11770,CcContig_060216,32072,34261,+,2190
CcGene_02744,CcContig_006473,14049,21098,-,7050
CcGene_02744,CcContig_006473,14049,21098,-,7050
CcGene_04012,CcContig_015451,1136,2159,-,1024
CcGene_04012,CcContig_015451,1136,2159,-,1024
CcGene_04013,CcContig_015451,3961,5158,+,1198
CcGene_04013,CcContig_015451,3961,5158,+,1198
CcGene_06607,CcContig_046983,18665,20221,-,1557
CcGene_06607,CcContig_046983,18665,20221,-,1557
CcGene_06606,CcContig_046983,889,2089,-,1201
CcGene_06606,CcContig_046983,889,2089,-,1201
CcGene_08279,CcContig_048754,1882,4141,+,2260
CcGene_08279,CcContig_048754,1882,4141,+,2260
CcGene_31420,CcContig_141733,3263,3997,-,735
CcGene_31420,CcContig_141733,3263,3997,-,735
CcGene_22140,CcContig_113019,9900,11774,+,1875
CcGene_22140,CcContig_113019,9900,11774,+,1875
CcGene_22141,CcContig_113019,35120,40117,+,4998
CcGene_22141,CcContig_113019,35120,40117,+,4998
CcGene_22139,CcContig_113019,4827,5475,-,649
CcGene_22139,CcContig_113019,4827,5475,-,649
CcGene_06107,CcContig_043034,224,547,+,324
CcGene_06107,CcContig_043034,224,547,+,324
CcGene_07937,CcContig_048343,5242,12648,-,7407
CcGene_07937,CcContig_048343,5242,12648,-,7407
CcGene_07938,CcContig_048343,25819,28742,-,2924
CcGene_07938,CcContig_048343,25819,28742,-,2924
CcGene_20355,CcContig_108533,1312,2559,+,1248
CcGene_20355,CcContig_108533,1312,2559,+,1248
CcGene_15698,CcContig_095752,1097,1804,-,708
CcGene_15698,CcContig_095752,1097,1804,-,708
CcGene_00320,CcContig_001307,276,536,-,261
CcGene_00320,CcContig_001307,276,536,-,261
CcGene_05144,CcContig_033666,10003,17013,+,7011
CcGene_05144,CcContig_033666,10003,17013,+,7011
CcGene_19669,CcContig_106822,13842,19178,-,5337
CcGene_19669,CcContig_106822,13842,19178,-,5337
CcGene_19672,CcContig_106822,40994,45164,-,4171
CcGene_19672,CcContig_106822,40994,45164,-,4171
CcGene_19671,CcContig_106822,33752,40427,-,6676
CcGene_19671,CcContig_106822,33752,40427,-,6676
CcGene_19670,CcContig_106822,20067,24335,-,4269
CcGene_19670,CcContig_106822,20067,24335,-,4269
CcGene_00553,CcContig_001737,1677,3045,+,1369
CcGene_00553,CcContig_001737,1677,3045,+,1369
CcGene_00554,CcContig_001737,4570,7173,-,2604
CcGene_00554,CcContig_001737,4570,7173,-,2604
CcGene_07532,CcContig_047907,172,443,+,272
CcGene_07532,CcContig_047907,172,443,+,272
CcGene_33383,CcContig_147372,17132,22993,-,5862
CcGene_33383,CcContig_147372,17132,22993,-,5862
CcGene_17554,CcContig_100709,57012,58868,-,1857
CcGene_17554,CcContig_100709,57012,58868,-,1857
CcGene_26766,CcContig_127641,31773,34988,+,3216
CcGene_26766,CcContig_127641,31773,34988,+,3216
CcGene_26767,CcContig_127641,35491,39106,-,3616
CcGene_26767,CcContig_127641,35491,39106,-,3616
CcGene_16141,CcContig_096897,25606,26769,-,1164
CcGene_16141,CcContig_096897,25606,26769,-,1164
CcGene_16140,CcContig_096897,24086,24671,+,586
CcGene_16140,CcContig_096897,24086,24671,+,586
CcGene_22336,CcContig_114023,10200,12930,-,2731
CcGene_22336,CcContig_114023,10200,12930,-,2731
CcGene_25355,CcContig_122843,3633,6645,-,3013
CcGene_25355,CcContig_122843,3633,6645,-,3013
CcGene_06686,CcContig_047092,45854,46768,+,915
CcGene_06686,CcContig_047092,45854,46768,+,915
CcGene_06684,CcContig_047092,1836,2012,-,177
CcGene_06684,CcContig_047092,1836,2012,-,177
CcGene_06685,CcContig_047092,13566,21318,+,7753
CcGene_06685,CcContig_047092,13566,21318,+,7753
CcGene_26685,CcContig_127474,21582,24038,-,2457
CcGene_26685,CcContig_127474,21582,24038,-,2457
CcGene_26683,CcContig_127474,7169,9652,-,2484
CcGene_26683,CcContig_127474,7169,9652,-,2484
CcGene_26682,CcContig_127474,834,3149,-,2316
CcGene_26682,CcContig_127474,834,3149,-,2316
CcGene_26686,CcContig_127474,31620,50525,-,18906
CcGene_26686,CcContig_127474,31620,50525,-,18906
CcGene_26684,CcContig_127474,12039,12998,+,960
CcGene_26684,CcContig_127474,12039,12998,+,960
CcGene_15063,CcContig_094043,653,4992,+,4340
CcGene_15063,CcContig_094043,653,4992,+,4340
CcGene_33073,CcContig_146186,7646,8385,-,740
CcGene_33073,CcContig_146186,7646,8385,-,740
CcGene_33072,CcContig_146186,456,1465,+,1010
CcGene_33072,CcContig_146186,456,1465,+,1010
CcGene_16786,CcContig_098567,5548,7015,-,1468
CcGene_16786,CcContig_098567,5548,7015,-,1468
CcGene_16787,CcContig_098567,9107,15221,-,6115
CcGene_16787,CcContig_098567,9107,15221,-,6115
CcGene_16248,CcContig_097053,3477,9563,-,6087
CcGene_16248,CcContig_097053,3477,9563,-,6087
CcGene_10951,CcContig_058219,6145,8323,-,2179
CcGene_10951,CcContig_058219,6145,8323,-,2179
CcGene_14273,CcContig_088449,5540,9221,-,3682
CcGene_14273,CcContig_088449,5540,9221,-,3682
CcGene_09391,CcContig_050090,16042,18518,+,2477
CcGene_09391,CcContig_050090,16042,18518,+,2477
CcGene_14654,CcContig_092629,23471,31242,-,7772
CcGene_14654,CcContig_092629,23471,31242,-,7772
CcGene_05464,CcContig_035015,46310,46955,+,646
CcGene_05464,CcContig_035015,46310,46955,+,646
CcGene_11696,CcContig_060090,5135,6491,+,1357
CcGene_11696,CcContig_060090,5135,6491,+,1357
CcGene_09992,CcContig_051267,16,7137,+,7122
CcGene_09992,CcContig_051267,16,7137,+,7122
CcGene_03854,CcContig_015167,3352,6588,-,3237
CcGene_03854,CcContig_015167,3352,6588,-,3237
CcGene_29169,CcContig_135505,49029,53081,+,4053
CcGene_29169,CcContig_135505,49029,53081,+,4053
CcGene_29167,CcContig_135505,15187,16426,+,1240
CcGene_29167,CcContig_135505,15187,16426,+,1240
CcGene_29170,CcContig_135505,54702,56766,-,2065
CcGene_29170,CcContig_135505,54702,56766,-,2065
CcGene_29171,CcContig_135505,57932,58855,+,924
CcGene_29171,CcContig_135505,57932,58855,+,924
CcGene_29168,CcContig_135505,22574,25195,+,2622
CcGene_29168,CcContig_135505,22574,25195,+,2622
CcGene_29172,CcContig_135505,62493,64045,+,1553
