# BUSCO version is: 6.0.0 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2024-01-08, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
46145at3193	Complete	CcGene_12475	726.0	422	https://v10-1.orthodb.org/?query=46145at3193	Pentatricopeptide repeat
46242at3193	Complete	CcGene_10367	650.3	452	https://v10-1.orthodb.org/?query=46242at3193	Misato Segment II tubulin-like domain
46320at3193	Complete	CcGene_23275	837.3	482	https://v10-1.orthodb.org/?query=46320at3193	Protein kinase domain
46404at3193	Complete	CcGene_07989	970.5	443	https://v10-1.orthodb.org/?query=46404at3193	Pentatricopeptide repeat
46642at3193	Missing
46855at3193	Complete	CcGene_32753	924.9	672	https://v10-1.orthodb.org/?query=46855at3193	Pentatricopeptide repeat
47066at3193	Missing
47174at3193	Complete	CcGene_21338	693.4	421	https://v10-1.orthodb.org/?query=47174at3193	RAP domain
47240at3193	Complete	CcGene_21893	944.3	482	https://v10-1.orthodb.org/?query=47240at3193	Thiamine pyrophosphate enzyme, C-terminal TPP-binding
47310at3193	Duplicated	CcGene_03828	798.4	427	https://v10-1.orthodb.org/?query=47310at3193	Cytochrome P450
47310at3193	Duplicated	CcGene_04541	798.4	427	https://v10-1.orthodb.org/?query=47310at3193	Cytochrome P450
47310at3193	Duplicated	CcGene_06350	798.4	427	https://v10-1.orthodb.org/?query=47310at3193	Cytochrome P450
47310at3193	Duplicated	CcGene_09944	798.4	427	https://v10-1.orthodb.org/?query=47310at3193	Cytochrome P450
47493at3193	Complete	CcGene_19802	897.6	466	https://v10-1.orthodb.org/?query=47493at3193	Aminoacyl-tRNA synthetase, class I, anticodon-binding
47494at3193	Missing
47507at3193	Complete	CcGene_24492	695.0	403	https://v10-1.orthodb.org/?query=47507at3193	Pentatricopeptide repeat
47597at3193	Complete	CcGene_10526	669.3	350	https://v10-1.orthodb.org/?query=47597at3193	UbiB domain
47650at3193	Complete	CcGene_19040	943.7	518	https://v10-1.orthodb.org/?query=47650at3193	ABC transporter type 1, transmembrane domain
47754at3193	Fragmented	CcGene_31766	529.0	241	https://v10-1.orthodb.org/?query=47754at3193	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
48106at3193	Fragmented	CcGene_30619	469.5	312	https://v10-1.orthodb.org/?query=48106at3193	Cwf19-like, C-terminal domain-1
48428at3193	Complete	CcGene_02192	549.8	373	https://v10-1.orthodb.org/?query=48428at3193	Methyltransferase domain
48502at3193	Complete	CcGene_13809	898.7	557	https://v10-1.orthodb.org/?query=48502at3193	Pentatricopeptide repeat
48546at3193	Complete	CcGene_02762	933.8	464	https://v10-1.orthodb.org/?query=48546at3193	Aldehyde dehydrogenase domain
48588at3193	Complete	CcGene_09592	642.5	492	https://v10-1.orthodb.org/?query=48588at3193	Nicastrin
48921at3193	Missing
49273at3193	Missing
49334at3193	Complete	CcGene_18005	871.8	441	https://v10-1.orthodb.org/?query=49334at3193	Cytochrome P450
49491at3193	Complete	CcGene_14820	729.6	524	https://v10-1.orthodb.org/?query=49491at3193	Leucine-rich repeat
49704at3193	Missing
49808at3193	Complete	CcGene_08320	798.7	451	https://v10-1.orthodb.org/?query=49808at3193	AMP-binding, conserved site
49937at3193	Complete	CcGene_03608	457.9	377	https://v10-1.orthodb.org/?query=49937at3193	uncharacterized protein LOC103706052
49953at3193	Fragmented	CcGene_15542	373.3	209	https://v10-1.orthodb.org/?query=49953at3193	Light-mediated development protein DET1
50631at3193	Complete	CcGene_00374	673.0	410	https://v10-1.orthodb.org/?query=50631at3193	RNA helicase
50679at3193	Complete	CcGene_09471	760.7	527	https://v10-1.orthodb.org/?query=50679at3193	Peroxisomal/glyoxysomal leader peptide-processing protease
50762at3193	Complete	CcGene_32233	796.5	482	https://v10-1.orthodb.org/?query=50762at3193	Mu homology domain
51046at3193	Complete	CcGene_02102	888.8	527	https://v10-1.orthodb.org/?query=51046at3193	Pentatricopeptide repeat
51155at3193	Complete	CcGene_16901	814.4	480	https://v10-1.orthodb.org/?query=51155at3193	Tetratricopeptide repeat
51348at3193	Complete	CcGene_26936	1033.0	529	https://v10-1.orthodb.org/?query=51348at3193	Kelch repeat type 1
51536at3193	Complete	CcGene_31102	864.6	441	https://v10-1.orthodb.org/?query=51536at3193	Pyridoxal phosphate-dependent transferase
51562at3193	Missing
51745at3193	Complete	CcGene_28913	1777.7	1426	https://v10-1.orthodb.org/?query=51745at3193	BP28, C-terminal domain
51750at3193	Complete	CcGene_16050	452.1	276	https://v10-1.orthodb.org/?query=51750at3193	JmjC domain
51868at3193	Complete	CcGene_25111	1025.5	582	https://v10-1.orthodb.org/?query=51868at3193	Pentatricopeptide repeat
52194at3193	Complete	CcGene_27421	818.5	428	https://v10-1.orthodb.org/?query=52194at3193	Lysine--tRNA ligase
52234at3193	Complete	CcGene_25544	860.5	440	https://v10-1.orthodb.org/?query=52234at3193	Protein kinase domain
52464at3193	Complete	CcGene_10842	913.0	445	https://v10-1.orthodb.org/?query=52464at3193	Conserved oligomeric Golgi complex subunit 8
52497at3193	Complete	CcGene_02585	646.1	372	https://v10-1.orthodb.org/?query=52497at3193	ATPase, AAA-type, conserved site
52743at3193	Complete	CcGene_24892	749.7	410	https://v10-1.orthodb.org/?query=52743at3193	Transmembrane protein
52804at3193	Fragmented	CcGene_25846	425.0	270	https://v10-1.orthodb.org/?query=52804at3193	Alpha-1,3-glucosyltransferase
52837at3193	Complete	CcGene_02540	677.1	414	https://v10-1.orthodb.org/?query=52837at3193	PUA domain
52839at3193	Complete	CcGene_06130	528.0	355	https://v10-1.orthodb.org/?query=52839at3193	N-lysine methyltransferase
52897at3193	Complete	CcGene_27171	1058.6	578	https://v10-1.orthodb.org/?query=52897at3193	Transcription factor, GTP-binding domain
53003at3193	Complete	CcGene_33379	848.0	590	https://v10-1.orthodb.org/?query=53003at3193	Nucleolar complex-associated protein 3
53100at3193	Duplicated	CcGene_05767	483.2	295	https://v10-1.orthodb.org/?query=53100at3193	Mitochondrial carrier domain superfamily
53100at3193	Duplicated	CcGene_32801	483.2	295	https://v10-1.orthodb.org/?query=53100at3193	Mitochondrial carrier domain superfamily
53517at3193	Missing
53741at3193	Complete	CcGene_02179	890.8	444	https://v10-1.orthodb.org/?query=53741at3193	ResB-like domain
53767at3193	Missing
53773at3193	Complete	CcGene_24881	708.9	414	https://v10-1.orthodb.org/?query=53773at3193	ATP-dependent DNA helicase
54177at3193	Complete	CcGene_19304	982.2	523	https://v10-1.orthodb.org/?query=54177at3193	tRNA-dihydrouridine(47) synthase 
54535at3193	Missing
54563at3193	Complete	CcGene_08458	830.6	448	https://v10-1.orthodb.org/?query=54563at3193	Aminoacyl-tRNA synthetase, class Ia
54569at3193	Complete	CcGene_05370	900.1	464	https://v10-1.orthodb.org/?query=54569at3193	Tetratricopeptide repeat
54696at3193	Fragmented	CcGene_09396	556.3	350	https://v10-1.orthodb.org/?query=54696at3193	TCF25/Rqc1
54799at3193	Duplicated	CcGene_15095	896.3	438	https://v10-1.orthodb.org/?query=54799at3193	Proline-tRNA ligase, class IIa
54799at3193	Duplicated	CcGene_07572	891.6	438	https://v10-1.orthodb.org/?query=54799at3193	Proline-tRNA ligase, class IIa
54811at3193	Complete	CcGene_10379	571.4	407	https://v10-1.orthodb.org/?query=54811at3193	RNA (C5-cytosine) methyltransferase
54858at3193	Complete	CcGene_27031	957.3	465	https://v10-1.orthodb.org/?query=54858at3193	WD40 repeat
54907at3193	Fragmented	CcGene_19611	509.9	322	https://v10-1.orthodb.org/?query=54907at3193	SET domain
54931at3193	Complete	CcGene_18790	1084.1	654	https://v10-1.orthodb.org/?query=54931at3193	ERCC4 domain
55141at3193	Complete	CcGene_15431	498.6	320	https://v10-1.orthodb.org/?query=55141at3193	Endonuclease/exonuclease/phosphatase
55426at3193	Complete	CcGene_00768	1046.2	629	https://v10-1.orthodb.org/?query=55426at3193	Sec23/Sec24, helical domain
55477at3193	Missing
55581at3193	Complete	CcGene_26795	545.1	410	https://v10-1.orthodb.org/?query=55581at3193	tRNA(Ile)-lysidine synthase, N-terminal
55863at3193	Complete	CcGene_07530	687.8	440	https://v10-1.orthodb.org/?query=55863at3193	Chloride channel protein
56051at3193	Duplicated	CcGene_22765	671.0	377	https://v10-1.orthodb.org/?query=56051at3193	C-type lectin-like
56051at3193	Duplicated	CcGene_17303	651.5	377	https://v10-1.orthodb.org/?query=56051at3193	C-type lectin-like
56205at3193	Duplicated	CcGene_05791	666.9	419	https://v10-1.orthodb.org/?query=56205at3193	Diacylglycerol kinase, catalytic domain
56205at3193	Duplicated	CcGene_10136	665.8	413	https://v10-1.orthodb.org/?query=56205at3193	Diacylglycerol kinase, catalytic domain
56251at3193	Complete	CcGene_07913	757.8	400	https://v10-1.orthodb.org/?query=56251at3193	Regulator of chromosome condensation, RCC1
56324at3193	Complete	CcGene_18914	682.9	405	https://v10-1.orthodb.org/?query=56324at3193	Methyltransferase domain
56328at3193	Complete	CcGene_29000	805.1	411	https://v10-1.orthodb.org/?query=56328at3193	WD40 repeat
56338at3193	Complete	CcGene_18058	882.4	477	https://v10-1.orthodb.org/?query=56338at3193	FAD/NAD(P)-binding domain superfamily
56560at3193	Duplicated	CcGene_21350	790.9	437	https://v10-1.orthodb.org/?query=56560at3193	Thiamine phosphate synthase/TenI
56560at3193	Duplicated	CcGene_06058	782.7	437	https://v10-1.orthodb.org/?query=56560at3193	Thiamine phosphate synthase/TenI
56606at3193	Complete	CcGene_09386	759.6	443	https://v10-1.orthodb.org/?query=56606at3193	Leucine-rich repeat
56690at3193	Complete	CcGene_05482	603.7	370	https://v10-1.orthodb.org/?query=56690at3193	Mannosyltransferase
56819at3193	Duplicated	CcGene_28250	855.8	449	https://v10-1.orthodb.org/?query=56819at3193	Succinate semialdehyde dehydrogenase
56819at3193	Duplicated	CcGene_14124	834.2	449	https://v10-1.orthodb.org/?query=56819at3193	Succinate semialdehyde dehydrogenase
56819at3193	Duplicated	CcGene_13114	818.1	449	https://v10-1.orthodb.org/?query=56819at3193	Succinate semialdehyde dehydrogenase
56881at3193	Complete	CcGene_07136	492.2	345	https://v10-1.orthodb.org/?query=56881at3193	Rhodanese-like domain
56979at3193	Complete	CcGene_23408	808.9	500	https://v10-1.orthodb.org/?query=56979at3193	Pentatricopeptide repeat
57149at3193	Complete	CcGene_31800	722.9	464	https://v10-1.orthodb.org/?query=57149at3193	Protein arginine N-methyltransferase
57296at3193	Complete	CcGene_18053	694.7	416	https://v10-1.orthodb.org/?query=57296at3193	P-loop containing nucleoside triphosphate hydrolase
57372at3193	Complete	CcGene_10158	622.4	437	https://v10-1.orthodb.org/?query=57372at3193	Forkhead-associated (FHA) domain
57821at3193	Complete	CcGene_14911	685.9	357	https://v10-1.orthodb.org/?query=57821at3193	Kelch repeat type 1
57933at3193	Complete	CcGene_17392	743.3	518	https://v10-1.orthodb.org/?query=57933at3193	RimM, N-terminal
57984at3193	Duplicated	CcGene_05481	578.6	315	https://v10-1.orthodb.org/?query=57984at3193	VDE lipocalin domain
57984at3193	Duplicated	CcGene_08821	578.6	315	https://v10-1.orthodb.org/?query=57984at3193	VDE lipocalin domain
58192at3193	Complete	CcGene_06371	920.9	478	https://v10-1.orthodb.org/?query=58192at3193	Amine oxidase
58217at3193	Missing
58430at3193	Complete	CcGene_32263	788.4	440	https://v10-1.orthodb.org/?query=58430at3193	Eukaryotic translation initiation factor 2A
58451at3193	Missing
58480at3193	Missing
58847at3193	Complete	CcGene_32683	680.7	374	https://v10-1.orthodb.org/?query=58847at3193	Rubisco LSMT, substrate-binding domain
59153at3193	Complete	CcGene_02530	587.6	365	https://v10-1.orthodb.org/?query=59153at3193	Fungal lipase-like domain
59251at3193	Complete	CcGene_26298	674.5	374	https://v10-1.orthodb.org/?query=59251at3193	Pentatricopeptide repeat
59331at3193	Missing
59418at3193	Complete	CcGene_15707	500.1	323	https://v10-1.orthodb.org/?query=59418at3193	tRNA (guanine(37)-N1)-methyltransferase
59555at3193	Complete	CcGene_12283	754.9	390	https://v10-1.orthodb.org/?query=59555at3193	WD40/YVTN repeat-like-containing domain superfamily
59621at3193	Missing
59659at3193	Missing
59885at3193	Missing
60079at3193	Complete	CcGene_20591	530.9	308	https://v10-1.orthodb.org/?query=60079at3193	Polymerase, nucleotidyl transferase domain
60224at3193	Complete	CcGene_13586	929.9	441	https://v10-1.orthodb.org/?query=60224at3193	Methylthiotransferase, N-terminal
60384at3193	Complete	CcGene_19616	733.1	453	https://v10-1.orthodb.org/?query=60384at3193	Metal-dependent hydrolase
60445at3193	Complete	CcGene_23008	485.4	496	https://v10-1.orthodb.org/?query=60445at3193	K Homology domain, type 1
60563at3193	Complete	CcGene_14434	912.0	455	https://v10-1.orthodb.org/?query=60563at3193	GTP binding domain
60794at3193	Missing
60903at3193	Complete	CcGene_02325	860.6	414	https://v10-1.orthodb.org/?query=60903at3193	EF-hand domain
61155at3193	Missing
61358at3193	Complete	CcGene_27676	551.2	314	https://v10-1.orthodb.org/?query=61358at3193	Protein arginine methyltransferase NDUFAF7
61517at3193	Fragmented	CcGene_24563	412.4	282	https://v10-1.orthodb.org/?query=61517at3193	Pseudouridine synthase, catalytic domain superfamily
61714at3193	Complete	CcGene_05018	572.7	344	https://v10-1.orthodb.org/?query=61714at3193	tRNA-specific 2-thiouridylase
61850at3193	Complete	CcGene_27702	1085.9	598	https://v10-1.orthodb.org/?query=61850at3193	Cleavage and polyadenylation specificity factor subunit 2
61944at3193	Complete	CcGene_33535	667.4	410	https://v10-1.orthodb.org/?query=61944at3193	Histidine kinase/HSP90-like ATPase
62081at3193	Complete	CcGene_18106	808.1	457	https://v10-1.orthodb.org/?query=62081at3193	ATPase, AAA-type, conserved site
62306at3193	Complete	CcGene_01623	718.3	418	https://v10-1.orthodb.org/?query=62306at3193	Helicase, C-terminal
62651at3193	Complete	CcGene_24290	702.0	351	https://v10-1.orthodb.org/?query=62651at3193	Fe-S cluster assembly domain superfamily
62699at3193	Missing
62741at3193	Complete	CcGene_06886	673.4	646	https://v10-1.orthodb.org/?query=62741at3193	Myosin heavy chain-related protein
62778at3193	Complete	CcGene_32386	728.5	423	https://v10-1.orthodb.org/?query=62778at3193	Regulator of chromosome condensation, RCC1
63082at3193	Complete	CcGene_28438	878.1	392	https://v10-1.orthodb.org/?query=63082at3193	NAD-dependent epimerase/dehydratase
63156at3193	Complete	CcGene_14695	396.7	361	https://v10-1.orthodb.org/?query=63156at3193	YAP-binding/ALF4/Glomulin
63167at3193	Fragmented	CcGene_25915	379.3	258	https://v10-1.orthodb.org/?query=63167at3193	Ankyrin repeat-containing domain
63302at3193	Complete	CcGene_23338	742.0	380	https://v10-1.orthodb.org/?query=63302at3193	Protein kinase domain
63493at3193	Complete	CcGene_21535	956.5	647	https://v10-1.orthodb.org/?query=63493at3193	Nucleolar protein 14
63577at3193	Complete	CcGene_32805	838.0	426	https://v10-1.orthodb.org/?query=63577at3193	Aldehyde dehydrogenase domain
63615at3193	Missing
63780at3193	Complete	CcGene_17209	825.8	417	https://v10-1.orthodb.org/?query=63780at3193	Protein kinase domain
63805at3193	Fragmented	CcGene_26962	362.3	245	https://v10-1.orthodb.org/?query=63805at3193	DNA-directed primase/polymerase protein isoform X1
63808at3193	Complete	CcGene_28030	718.5	539	https://v10-1.orthodb.org/?query=63808at3193	Pentatricopeptide repeat
64104at3193	Complete	CcGene_23312	624.8	373	https://v10-1.orthodb.org/?query=64104at3193	Helicase, C-terminal
64471at3193	Complete	CcGene_27995	541.6	392	https://v10-1.orthodb.org/?query=64471at3193	P-loop containing nucleoside triphosphate hydrolase
64632at3193	Complete	CcGene_17570	545.5	376	https://v10-1.orthodb.org/?query=64632at3193	GRAM domain
64817at3193	Missing
64833at3193	Complete	CcGene_33128	510.3	396	https://v10-1.orthodb.org/?query=64833at3193	Rtr1/RPAP2 domain
64856at3193	Complete	CcGene_31214	735.6	365	https://v10-1.orthodb.org/?query=64856at3193	Pyridoxal phosphate-dependent transferase
64974at3193	Complete	CcGene_23157	1018.0	715	https://v10-1.orthodb.org/?query=64974at3193	DNA mismatch repair protein MutS, core
65268at3193	Complete	CcGene_21919	920.8	495	https://v10-1.orthodb.org/?query=65268at3193	SUI1 domain
65741at3193	Complete	CcGene_08160	697.6	404	https://v10-1.orthodb.org/?query=65741at3193	GTP binding domain
66247at3193	Complete	CcGene_03900	767.3	424	https://v10-1.orthodb.org/?query=66247at3193	Methyltransferase domain
66400at3193	Missing
66547at3193	Complete	CcGene_20748	654.4	394	https://v10-1.orthodb.org/?query=66547at3193	Ribosomal protein Rsm22-like
67201at3193	Complete	CcGene_31850	604.7	402	https://v10-1.orthodb.org/?query=67201at3193	Alpha/Beta hydrolase fold
67266at3193	Complete	CcGene_19246	981.6	497	https://v10-1.orthodb.org/?query=67266at3193	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
67313at3193	Complete	CcGene_06201	841.4	606	https://v10-1.orthodb.org/?query=67313at3193	Nucleoporin Nup88
67480at3193	Complete	CcGene_06533	796.9	414	https://v10-1.orthodb.org/?query=67480at3193	Tocopherol cyclase
67617at3193	Complete	CcGene_16375	549.8	364	https://v10-1.orthodb.org/?query=67617at3193	Phosphatidylinositol-glycan biosynthesis class S protein
67674at3193	Complete	CcGene_03402	690.2	385	https://v10-1.orthodb.org/?query=67674at3193	Glycosyltransferase subfamily 4-like, N-terminal domain
67893at3193	Complete	CcGene_20244	119.6	286	https://v10-1.orthodb.org/?query=67893at3193	Ubiquitin specific protease, conserved site
67959at3193	Complete	CcGene_05468	612.5	435	https://v10-1.orthodb.org/?query=67959at3193	Cytochrome B561-related
68087at3193	Complete	CcGene_13871	659.0	398	https://v10-1.orthodb.org/?query=68087at3193	Mannosyltransferase
68203at3193	Complete	CcGene_22561	695.0	363	https://v10-1.orthodb.org/?query=68203at3193	Protein arginine methyltransferase NDUFAF7
68266at3193	Complete	CcGene_09068	680.0	434	https://v10-1.orthodb.org/?query=68266at3193	CDK5 regulatory subunit-associated protein 3
68623at3193	Complete	CcGene_10060	662.8	390	https://v10-1.orthodb.org/?query=68623at3193	tRNA A64-2'-O-ribosylphosphate transferase
68670at3193	Duplicated	CcGene_27216	311.4	485	https://v10-1.orthodb.org/?query=68670at3193	Ubiquitin specific protease, conserved site
68670at3193	Duplicated	CcGene_18465	305.3	445	https://v10-1.orthodb.org/?query=68670at3193	Ubiquitin specific protease, conserved site
68670at3193	Duplicated	CcGene_27155	312.4	443	https://v10-1.orthodb.org/?query=68670at3193	Ubiquitin specific protease, conserved site
68670at3193	Duplicated	CcGene_14994	307.7	410	https://v10-1.orthodb.org/?query=68670at3193	Ubiquitin specific protease, conserved site
68859at3193	Complete	CcGene_07766	796.3	463	https://v10-1.orthodb.org/?query=68859at3193	Pentatricopeptide repeat
68939at3193	Missing
68974at3193	Missing
69003at3193	Complete	CcGene_02015	702.2	393	https://v10-1.orthodb.org/?query=69003at3193	Root UVB sensitive family
69167at3193	Missing
69301at3193	Complete	CcGene_01468	522.4	363	https://v10-1.orthodb.org/?query=69301at3193	Metallo-beta-lactamase
69326at3193	Complete	CcGene_13365	551.2	435	https://v10-1.orthodb.org/?query=69326at3193	SET domain
69605at3193	Complete	CcGene_33399	642.4	318	https://v10-1.orthodb.org/?query=69605at3193	Protein kinase domain
69714at3193	Complete	CcGene_16048	753.4	380	https://v10-1.orthodb.org/?query=69714at3193	Homogentisate 1,2-dioxygenase
69847at3193	Complete	CcGene_29142	555.5	385	https://v10-1.orthodb.org/?query=69847at3193	Pentatricopeptide repeat
69936at3193	Fragmented	CcGene_03503	195.1	188	https://v10-1.orthodb.org/?query=69936at3193	Sterol 3-beta-glucosyltransferase
69954at3193	Complete	CcGene_18444	879.1	439	https://v10-1.orthodb.org/?query=69954at3193	probable zinc metallopeptidase EGY3, chloroplastic
69965at3193	Complete	CcGene_28665	762.4	443	https://v10-1.orthodb.org/?query=69965at3193	Transcription termination factor, mitochondrial/chloroplastic
70084at3193	Complete	CcGene_03417	814.0	433	https://v10-1.orthodb.org/?query=70084at3193	Peptidase M24
70127at3193	Complete	CcGene_17004	846.5	419	https://v10-1.orthodb.org/?query=70127at3193	Rieske 
70143at3193	Complete	CcGene_26452	855.1	431	https://v10-1.orthodb.org/?query=70143at3193	Helicase, C-terminal
70315at3193	Complete	CcGene_11507	410.7	427	https://v10-1.orthodb.org/?query=70315at3193	Nitroreductase
70703at3193	Complete	CcGene_25784	708.2	376	https://v10-1.orthodb.org/?query=70703at3193	DNA primase large subunit
70994at3193	Complete	CcGene_05087	726.2	404	https://v10-1.orthodb.org/?query=70994at3193	GTP binding domain
71031at3193	Fragmented	CcGene_25330	661.6	303	https://v10-1.orthodb.org/?query=71031at3193	WD40 repeat
71151at3193	Duplicated	CcGene_31670	802.2	433	https://v10-1.orthodb.org/?query=71151at3193	Phosphate transporter
71151at3193	Duplicated	CcGene_01242	795.9	433	https://v10-1.orthodb.org/?query=71151at3193	Phosphate transporter
71201at3193	Complete	CcGene_31372	498.9	354	https://v10-1.orthodb.org/?query=71201at3193	Leucine-rich repeat
71446at3193	Missing
71451at3193	Fragmented	CcGene_20228	480.0	271	https://v10-1.orthodb.org/?query=71451at3193	Peptidase M24
71522at3193	Missing
71677at3193	Complete	CcGene_30992	480.7	330	https://v10-1.orthodb.org/?query=71677at3193	Protein kinase domain
71815at3193	Complete	CcGene_21792	776.9	423	https://v10-1.orthodb.org/?query=71815at3193	FAD-linked oxidase, C-terminal
71882at3193	Complete	CcGene_13292	796.4	448	https://v10-1.orthodb.org/?query=71882at3193	Amino acid/polyamine transporter I
71903at3193	Complete	CcGene_08433	657.8	364	https://v10-1.orthodb.org/?query=71903at3193	Clathrin adaptor, mu subunit
72057at3193	Complete	CcGene_23397	698.4	406	https://v10-1.orthodb.org/?query=72057at3193	RED-like, N-terminal
72305at3193	Complete	CcGene_12127	790.9	381	https://v10-1.orthodb.org/?query=72305at3193	Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal
72585at3193	Complete	CcGene_22842	553.7	329	https://v10-1.orthodb.org/?query=72585at3193	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 12
72717at3193	Complete	CcGene_10659	811.0	397	https://v10-1.orthodb.org/?query=72717at3193	Pyridoxal phosphate-dependent transferase
72761at3193	Complete	CcGene_13166	462.9	353	https://v10-1.orthodb.org/?query=72761at3193	Calcineurin-like phosphoesterase domain, ApaH type
73081at3193	Complete	CcGene_06297	568.5	341	https://v10-1.orthodb.org/?query=73081at3193	Phospholipid/glycerol acyltransferase
73273at3193	Complete	CcGene_07051	733.2	371	https://v10-1.orthodb.org/?query=73273at3193	Peptidogalycan biosysnthesis/recognition
73541at3193	Missing
73618at3193	Complete	CcGene_32271	642.3	389	https://v10-1.orthodb.org/?query=73618at3193	Nuclear protein DGCR14/ESS-2
73780at3193	Complete	CcGene_20258	453.0	345	https://v10-1.orthodb.org/?query=73780at3193	Histone acetyltransferase type B, catalytic subunit
74386at3193	Missing
74392at3193	Complete	CcGene_22766	613.8	370	https://v10-1.orthodb.org/?query=74392at3193	Peptidase M20
74779at3193	Complete	CcGene_12321	769.2	392	https://v10-1.orthodb.org/?query=74779at3193	GTP binding domain
74804at3193	Complete	CcGene_02037	507.8	335	https://v10-1.orthodb.org/?query=74804at3193	P-loop containing nucleoside triphosphate hydrolase
75037at3193	Complete	CcGene_05509	541.5	349	https://v10-1.orthodb.org/?query=75037at3193	SET domain
75056at3193	Missing
75306at3193	Fragmented	CcGene_06591	394.4	197	https://v10-1.orthodb.org/?query=75306at3193	SAICAR synthetase/ADE2, N-terminal
75478at3193	Complete	CcGene_03715	750.7	459	https://v10-1.orthodb.org/?query=75478at3193	MIF4G-like domain superfamily
75587at3193	Fragmented	CcGene_03184	406.1	228	https://v10-1.orthodb.org/?query=75587at3193	Rubisco LSMT, substrate-binding domain
75849at3193	Complete	CcGene_08539	575.9	400	https://v10-1.orthodb.org/?query=75849at3193	Mini-chromosome maintenance complex-binding protein
75889at3193	Duplicated	CcGene_26120	344.6	335	https://v10-1.orthodb.org/?query=75889at3193	ATPase, AAA-type, core
75889at3193	Duplicated	CcGene_26781	359.2	323	https://v10-1.orthodb.org/?query=75889at3193	ATPase, AAA-type, core
75889at3193	Duplicated	CcGene_05175	364.3	313	https://v10-1.orthodb.org/?query=75889at3193	ATPase, AAA-type, core
75889at3193	Duplicated	CcGene_18339	364.3	313	https://v10-1.orthodb.org/?query=75889at3193	ATPase, AAA-type, core
75889at3193	Duplicated	CcGene_14964	359.3	309	https://v10-1.orthodb.org/?query=75889at3193	ATPase, AAA-type, core
75948at3193	Fragmented	CcGene_28623	374.6	243	https://v10-1.orthodb.org/?query=75948at3193	WD40 repeat
76286at3193	Fragmented	CcGene_06068	302.8	158	https://v10-1.orthodb.org/?query=76286at3193	Diphthamide synthesis DHP2
76409at3193	Complete	CcGene_20080	421.8	322	https://v10-1.orthodb.org/?query=76409at3193	F-box domain
76452at3193	Missing
76478at3193	Complete	CcGene_17286	578.8	331	https://v10-1.orthodb.org/?query=76478at3193	Malonyl-CoA decarboxylase
76489at3193	Fragmented	CcGene_18525	428.1	284	https://v10-1.orthodb.org/?query=76489at3193	Nucleoporin protein Ndc1-Nup
76571at3193	Complete	CcGene_22017	920.1	490	https://v10-1.orthodb.org/?query=76571at3193	Glutaredoxin
76883at3193	Complete	CcGene_24732	746.9	382	https://v10-1.orthodb.org/?query=76883at3193	ATPase, AAA-type, conserved site
77054at3193	Complete	CcGene_26359	505.8	335	https://v10-1.orthodb.org/?query=77054at3193	HI0933-like insert domain superfamily
77167at3193	Complete	CcGene_30753	659.9	346	https://v10-1.orthodb.org/?query=77167at3193	Root UVB sensitive family
77313at3193	Missing
77611at3193	Fragmented	CcGene_30066	496.3	336	https://v10-1.orthodb.org/?query=77611at3193	Leucine-rich repeat
77626at3193	Complete	CcGene_20111	265.9	279	https://v10-1.orthodb.org/?query=77626at3193	Bromodomain associated domain
78057at3193	Complete	CcGene_08245	573.0	351	https://v10-1.orthodb.org/?query=78057at3193	Trafficking protein particle complex subunit 13
78142at3193	Complete	CcGene_13201	909.4	428	https://v10-1.orthodb.org/?query=78142at3193	SecY/SEC61-alpha family
78511at3193	Complete	CcGene_31721	634.1	573	https://v10-1.orthodb.org/?query=78511at3193	WD40 repeat
78556at3193	Fragmented	CcGene_25201	610.9	279	https://v10-1.orthodb.org/?query=78556at3193	Peptide chain release factor
78590at3193	Complete	CcGene_10558	452.0	313	https://v10-1.orthodb.org/?query=78590at3193	Pentatricopeptide repeat
78718at3193	Fragmented	CcGene_19011	251.1	143	https://v10-1.orthodb.org/?query=78718at3193	WD40 repeat
78788at3193	Complete	CcGene_12505	621.2	350	https://v10-1.orthodb.org/?query=78788at3193	Helicase, C-terminal
78898at3193	Missing
78967at3193	Missing
79010at3193	Complete	CcGene_08014	548.1	434	https://v10-1.orthodb.org/?query=79010at3193	NUC153
79083at3193	Complete	CcGene_25862	706.5	381	https://v10-1.orthodb.org/?query=79083at3193	photosynthetic NDH subunit of subcomplex B 1, chloroplastic
79088at3193	Missing
79128at3193	Complete	CcGene_24673	735.0	392	https://v10-1.orthodb.org/?query=79128at3193	FAD/NAD(P)-binding domain
79244at3193	Complete	CcGene_27181	520.8	311	https://v10-1.orthodb.org/?query=79244at3193	Protein kinase domain
79579at3193	Complete	CcGene_06351	956.5	533	https://v10-1.orthodb.org/?query=79579at3193	Winged helix-like DNA-binding domain superfamily
79662at3193	Complete	CcGene_11490	452.9	250	https://v10-1.orthodb.org/?query=79662at3193	ATPase, AAA-type, conserved site
79699at3193	Complete	CcGene_16437	599.7	362	https://v10-1.orthodb.org/?query=79699at3193	Histidine phosphatase superfamily
